train/actor_loss,time/time_elapsed,train/critic_loss,train/n_updates,time/total_timesteps,train/ent_coef_loss,rollout/ep_len_mean,time/fps,train/ent_coef,train/learning_rate,rollout/ep_rew_mean,time/episodes
9.08543872833252,48480,0.04967624694108963,58941,59042,1.808565378189087,84.8,1,0.0033829479943960905,0.0003,-13.28697843,616
9.235856056213379,48540,0.05186253786087036,59279,59380,1.497434377670288,84.46,1,0.0034090401604771614,0.0003,-13.229962640000002,620
9.293951988220215,48590,0.045925553888082504,59566,59667,1.0789228677749634,83.33,1,0.003416193649172783,0.0003,-12.827941469999999,624
9.233301162719727,48652,0.04737093299627304,59905,60006,-1.6758790016174316,83.8,1,0.0034022685140371323,0.0003,-12.923687769999999,628
9.006754875183105,48688,0.04588665813207626,60099,60200,0.5642225742340088,82.66,1,0.0034696832299232483,0.0003,-12.694110169999998,632
9.091604232788086,48740,0.06247054412961006,60393,60494,-0.20095223188400269,82.42,1,0.003460115287452936,0.0003,-12.621075219999998,636
8.931475639343262,48791,0.04523884505033493,60688,60789,2.6181368827819824,82.05,1,0.0034478320740163326,0.0003,-12.67796958,640
9.039201736450195,48854,0.05472074821591377,61055,61156,1.9713003635406494,82.38,1,0.003424830036237836,0.0003,-12.637719319999999,644
9.412176132202148,48921,0.05144966021180153,61383,61484,0.6160273551940918,81.66,1,0.003456609323620796,0.0003,-12.49761346,648
9.26181697845459,48978,0.04649738594889641,61665,61766,-1.1705681085586548,81.78,1,0.0035021158400923014,0.0003,-12.58895336,652
9.175592422485352,49043,0.06372343003749847,62012,62113,-0.9532939195632935,81.77,1,0.003587185638025403,0.0003,-12.582127620000001,656
9.442386627197266,49106,0.0490717738866806,62351,62452,-0.36668771505355835,81.64,1,0.0035610541235655546,0.0003,-12.692573549999999,660
9.05757999420166,49157,0.060253825038671494,62629,62730,1.0378515720367432,80.42,1,0.003580275224521756,0.0003,-12.376414639999998,664
9.114348411560059,49216,0.1289634108543396,62972,63073,1.2344459295272827,80.43,1,0.003576852148398757,0.0003,-12.465950249999999,668
9.117900848388672,49258,0.1430303156375885,63205,63306,-2.2009851932525635,79.15,1,0.0035969882737845182,0.0003,-12.107429259999996,672
9.239236831665039,49307,0.05043564736843109,63479,63580,-2.0282180309295654,77.89,1,0.0036249717231839895,0.0003,-11.74186628,676
9.304547309875488,49343,0.16803815960884094,63668,63769,-3.100111961364746,75.78,1,0.0036549516953527927,0.0003,-11.457942929999996,680
9.214462280273438,49392,0.05015333369374275,63943,64044,-0.09789419174194336,75.28,1,0.0036358290817588568,0.0003,-11.409852950000001,684
9.160828590393066,49442,0.1322280764579773,64226,64327,2.7780306339263916,74.86,1,0.003756062826141715,0.0003,-11.270959540000002,688
9.199414253234863,49499,0.09048734605312347,64564,64665,0.27146047353744507,74.74,1,0.003795439610257745,0.0003,-11.11192195,692
9.115200996398926,49548,0.045737892389297485,64839,64940,-1.4612387418746948,73.85,1,0.003766571171581745,0.0003,-11.005016119999999,696
8.757614135742188,49598,0.12284718453884125,65117,65218,1.1486560106277466,73.88,1,0.003858256386592984,0.0003,-11.060716530000002,700
9.269229888916016,49645,0.051488686352968216,65394,65495,-0.3114485740661621,72.91,1,0.003852443303912878,0.0003,-10.881314580000002,704
9.223794937133789,49710,0.0627322867512703,65732,65833,3.218595504760742,73.54,1,0.003867895808070898,0.0003,-11.02997653,708
9.120546340942383,49747,0.1406955122947693,65946,66047,-1.6422786712646484,73.17,1,0.003985611721873283,0.0003,-11.06173179,712
9.059379577636719,49786,0.06142221763730049,66177,66278,0.5815517902374268,72.36,1,0.004005863331258297,0.0003,-10.796687329999997,716
9.151269912719727,49840,0.1171095222234726,66484,66585,-1.9196689128875732,72.05,1,0.004041203297674656,0.0003,-10.59844556,720
8.838207244873047,49886,0.19312086701393127,66719,66820,-3.7044434547424316,71.53,1,0.004013451747596264,0.0003,-10.49260454,724
8.863080024719238,49929,0.059736356139183044,66960,67061,1.2632381916046143,70.55,1,0.00408107740804553,0.0003,-10.26683994,728
8.941770553588867,49974,0.05328372120857239,67208,67309,1.0946648120880127,71.09,1,0.004057284910231829,0.0003,-10.271235670000001,732
8.64307975769043,50016,0.06253211200237274,67434,67535,-2.1871581077575684,70.41,1,0.004072259645909071,0.0003,-10.2967401,736
8.860093116760254,50069,0.04988711327314377,67707,67808,0.18986672163009644,70.19,1,0.0040659052319824696,0.0003,-10.12138518,740
8.73226261138916,50119,0.13303953409194946,67985,68086,0.5248802900314331,69.3,1,0.004079330246895552,0.0003,-10.098631189999999,744
8.997674942016602,50177,0.11396127194166183,68307,68408,0.36104869842529297,69.24,1,0.0040939198806881905,0.0003,-10.12100684,748
8.768383979797363,50210,0.10218815505504608,68483,68584,1.6022893190383911,68.18,1,0.004090202506631613,0.0003,-9.78808939,752
8.99226188659668,50253,0.17734573781490326,68707,68808,1.2068922519683838,66.95,1,0.004157913848757744,0.0003,-9.560546749999999,756
8.919530868530273,50281,0.2083546221256256,68861,68962,-1.7988533973693848,65.1,1,0.004173554480075836,0.0003,-9.146523979999998,760
8.619612693786621,50323,0.1120915487408638,69084,69185,-0.06177014112472534,64.55,1,0.004139579366892576,0.0003,-9.08351664,764
8.782584190368652,50366,0.06462785601615906,69322,69423,-0.22617065906524658,63.5,1,0.004145340994000435,0.0003,-8.774469269999999,768
8.557827949523926,50407,0.061186499893665314,69546,69647,-2.221701145172119,63.41,1,0.004093949217349291,0.0003,-8.712970299999999,772
8.49802303314209,50447,0.11173489689826965,69758,69859,0.48515576124191284,62.79,1,0.004107605665922165,0.0003,-8.575307579999999,776
8.796587944030762,50481,0.10986821353435516,69937,70038,-1.0769953727722168,62.69,1,0.004048752598464489,0.0003,-8.510425730000001,780
8.406343460083008,50523,0.055561184883117676,70161,70262,0.17501875758171082,62.18,1,0.004011364653706551,0.0003,-8.378214700000001,784
8.193169593811035,50569,0.09909476339817047,70409,70510,0.5476013422012329,61.83,1,0.003989743534475565,0.0003,-8.36539349,788
8.444786071777344,50609,0.1548023521900177,70622,70723,-0.9602382183074951,60.58,1,0.003985370509326458,0.0003,-8.17351586,792
8.24520206451416,50657,0.11141017079353333,70871,70972,1.231669545173645,60.32,1,0.004013930447399616,0.0003,-8.33882917,796
8.571636199951172,50710,0.1083541214466095,71160,71261,1.8175586462020874,60.43,1,0.003994832281023264,0.0003,-8.35207666,800
8.389690399169922,50786,0.07299439609050751,71556,71657,0.956373929977417,61.62,1,0.0040586162358522415,0.0003,-8.56966646,804
8.23949909210205,50834,0.05849633365869522,71832,71933,-1.2866053581237793,61.0,1,0.00404564943164587,0.0003,-8.54681188,808
7.9402313232421875,50892,0.10828433930873871,72175,72276,-0.5379350781440735,62.29,1,0.004112326540052891,0.0003,-8.686810490000001,812
8.092174530029297,50941,0.06739210337400436,72459,72560,-1.1643126010894775,62.82,1,0.00416170060634613,0.0003,-8.75985093,816
8.317659378051758,50993,0.13896989822387695,72756,72857,0.2069041132926941,62.72,1,0.004160488024353981,0.0003,-8.98205094,820
8.208105087280273,51022,0.10794311761856079,72910,73011,3.264951229095459,61.91,1,0.004174713045358658,0.0003,-8.8066787,824
8.051837921142578,51061,0.046983055770397186,73141,73242,-2.3289995193481445,61.81,1,0.004164561163634062,0.0003,-8.80940172,828
8.214652061462402,51101,0.05104738846421242,73359,73460,2.7653884887695312,61.51,1,0.004151221830397844,0.0003,-8.75951054,832
7.959679126739502,51140,0.09651122242212296,73574,73675,0.8228539228439331,61.4,1,0.004130237270146608,0.0003,-8.64009604,836
7.980426788330078,51192,0.13852505385875702,73871,73972,0.3343278467655182,61.64,1,0.004125440493226051,0.0003,-8.597303980000001,840
7.812176704406738,51243,0.05929592624306679,74168,74269,-3.745288610458374,61.83,1,0.004120301455259323,0.0003,-8.57242937,844
7.455163955688477,51281,0.05801301449537277,74387,74488,-1.8746514320373535,60.8,1,0.0041251396760344505,0.0003,-8.361600560000001,848
7.9248046875,51343,0.06451985239982605,74733,74834,-3.481541872024536,62.5,1,0.0041451770812273026,0.0003,-8.62468351,852
7.84207010269165,51392,0.19178423285484314,75018,75119,-2.5877859592437744,63.11,1,0.004178229719400406,0.0003,-8.87846988,856
7.662959575653076,51436,0.1354825496673584,75257,75358,-1.3494267463684082,63.96,1,0.004177110269665718,0.0003,-9.03443174,860
7.805309772491455,51485,0.056637220084667206,75538,75639,-1.7621769905090332,64.54,1,0.004185071215033531,0.0003,-9.13880805,864
8.032493591308594,51526,0.06398938596248627,75762,75863,-1.3596433401107788,64.4,1,0.004121240694075823,0.0003,-9.18740438,868
7.66893196105957,51574,0.07383082807064056,76023,76124,-0.6489701867103577,64.77,1,0.004093468654900789,0.0003,-9.212038719999999,872
7.6203694343566895,51617,0.29494649171829224,76264,76365,0.4787493646144867,65.06,1,0.004117108415812254,0.0003,-9.2862432,876
7.739009380340576,51658,0.05267804116010666,76491,76592,4.406502723693848,65.54,1,0.0041816760785877705,0.0003,-9.39161626,880
7.945873260498047,51699,0.07920720428228378,76724,76825,1.599251627922058,65.63,1,0.004271504934877157,0.0003,-9.48578974,884
7.936249732971191,51747,0.05367511138319969,77002,77103,1.5106244087219238,65.93,1,0.004226907156407833,0.0003,-9.46566242,888
7.7904839515686035,51808,0.17740127444267273,77344,77445,2.1563668251037598,67.22,1,0.004236835055053234,0.0003,-9.68281069,892
7.592202663421631,51853,0.05800514295697212,77575,77676,-0.05057463049888611,67.04,1,0.0042521036230027676,0.0003,-9.424655710000001,896
7.737133979797363,51894,0.06564535200595856,77794,77895,2.595463514328003,66.34,1,0.004232177045196295,0.0003,-9.320491169999999,900
7.6736345291137695,51934,0.10329780727624893,78017,78118,-0.4434356391429901,64.61,1,0.004289357922971249,0.0003,-9.00827718,904
7.926848411560059,51970,0.11325603723526001,78213,78314,1.433721899986267,63.81,1,0.004329547751694918,0.0003,-8.698216189999998,908
7.287082195281982,52006,0.09679994732141495,78404,78505,-0.06179027259349823,62.29,1,0.004324869718402624,0.0003,-8.44578681,912
7.695485591888428,52046,0.1631787270307541,78618,78719,6.185580253601074,61.59,1,0.004310316406190395,0.0003,-8.36654315,916
7.556728839874268,52092,0.3009501099586487,78853,78954,3.464980125427246,60.97,1,0.004315548110753298,0.0003,-8.02515381,920
7.594296455383301,52141,0.16615703701972961,79137,79238,2.405240774154663,62.27,1,0.0043090153485536575,0.0003,-8.212977539999999,924
7.189819812774658,52193,0.15929871797561646,79428,79529,-0.08122508227825165,62.87,1,0.004317834973335266,0.0003,-8.291135110000003,928
7.315649032592773,52242,0.06938585638999939,79712,79813,-1.4348812103271484,63.53,1,0.00440613878890872,0.0003,-8.45633725,932
6.870279312133789,52283,0.04920418560504913,79933,80034,0.011135458946228027,63.59,1,0.004362254403531551,0.0003,-8.413787469999999,936
7.370477199554443,52343,0.09026846289634705,80275,80376,-2.484933614730835,64.04,1,0.004334133118391037,0.0003,-8.582133110000001,940
7.2069411277771,52389,0.05793368071317673,80527,80628,-1.2695040702819824,63.59,1,0.004345431923866272,0.0003,-8.48250785,944
7.260981559753418,52435,0.23442445695400238,80777,80878,-1.9141173362731934,63.9,1,0.00433042086660862,0.0003,-8.51713927,948
7.517814636230469,52490,0.07292239367961884,81070,81171,3.0821502208709717,63.37,1,0.00433203624561429,0.0003,-8.437214169999999,952
6.92285680770874,52546,0.05937404930591583,81386,81487,-0.5711530447006226,63.68,1,0.004259394947439432,0.0003,-8.30528053,956
7.210111141204834,52597,0.05855778604745865,81666,81767,0.2658188045024872,64.09,1,0.004274302162230015,0.0003,-8.29747972,960
7.120227813720703,52643,0.1356024146080017,81927,82028,-1.1086729764938354,63.89,1,0.004268033429980278,0.0003,-8.292308870000001,964
7.066168308258057,52678,0.05269699543714523,82120,82221,-1.5301861763000488,63.58,1,0.004303916823118925,0.0003,-8.176084170000001,968
7.177485466003418,52718,0.051830776035785675,82338,82439,-0.2424907088279724,63.15,1,0.004223485942929983,0.0003,-8.14709915,972
7.417832374572754,52756,0.10175499320030212,82552,82653,-0.7667931318283081,62.88,1,0.004231375642120838,0.0003,-8.096294669999999,976
7.1862335205078125,52805,0.059202566742897034,82836,82937,0.5797036290168762,63.45,1,0.00426990631967783,0.0003,-8.15723875,980
6.99609899520874,52833,0.18583199381828308,82992,83093,-0.6423242688179016,62.68,1,0.004230659455060959,0.0003,-7.96562548,984
7.244439601898193,52881,0.15139198303222656,83273,83374,0.9065779447555542,62.71,1,0.004088406916707754,0.0003,-7.958435090000002,988
7.016685962677002,52939,0.06282328814268112,83616,83717,-2.518892288208008,62.72,1,0.004149090498685837,0.0003,-7.991668840000001,992
6.877826690673828,52979,0.07322412729263306,83847,83948,0.14518672227859497,62.72,1,0.004204269032925367,0.0003,-8.02210365,996
7.187500953674316,53018,0.08838444948196411,84077,84178,0.8606969118118286,62.83,1,0.004123731516301632,0.0003,-8.00564458,1000
6.917815208435059,53049,0.123110830783844,84250,84351,1.5843186378479004,62.33,1,0.0040946947410702705,0.0003,-7.894350880000002,1004
7.194803714752197,53095,0.11638583242893219,84525,84626,4.6627516746521,63.12,1,0.004125737585127354,0.0003,-7.966053649999999,1008
6.713167190551758,53181,0.10343172401189804,84815,84916,1.9036803245544434,64.11,1,0.004121460951864719,0.0003,-8.08463114,1012
7.34828519821167,53432,0.05738811939954758,85062,85163,0.7696679830551147,64.44,1,0.004150916822254658,0.0003,-8.07147906,1016
6.613752841949463,53740,0.0784006267786026,85366,85467,-1.3304067850112915,65.13,1,0.004117381293326616,0.0003,-8.19841741,1020
7.237857818603516,54037,0.06027865409851074,85659,85760,2.7829020023345947,65.22,1,0.00415430311113596,0.0003,-8.21991636,1024
6.724564552307129,54265,0.06564192473888397,85883,85984,0.6273259520530701,64.55,1,0.004125155508518219,0.0003,-8.094748680000002,1028
6.838277816772461,54452,0.05353093892335892,86113,86214,-2.198080062866211,64.01,1,0.004115643911063671,0.0003,-7.94532391,1032
6.716265678405762,54491,0.07024452090263367,86338,86439,2.1379241943359375,64.05,1,0.00408770889043808,0.0003,-7.987003969999998,1036
6.727876663208008,54531,0.059760402888059616,86568,86669,0.2646831274032593,62.93,1,0.004073240328580141,0.0003,-7.75794024,1040
6.90308141708374,54583,0.04883459955453873,86873,86974,-0.7920321226119995,63.46,1,0.004022186156362295,0.0003,-7.917569249999999,1044
6.753393173217773,54617,0.07245317846536636,87063,87164,-1.775582194328308,62.86,1,0.004014073871076107,0.0003,-7.836669819999998,1048
7.100156784057617,54662,0.07007113844156265,87317,87418,1.696981430053711,62.47,1,0.0040351105853915215,0.0003,-7.726527289999999,1052
6.804405689239502,54706,0.12196117639541626,87557,87658,4.472500324249268,61.71,1,0.0040644011460244656,0.0003,-7.6189708000000005,1056
6.634249687194824,54755,0.09653536975383759,87834,87935,0.1872348189353943,61.68,1,0.00405751122161746,0.0003,-7.63493484,1060
6.954745292663574,54814,0.12553665041923523,88174,88275,-0.13359540700912476,62.47,1,0.003964606206864119,0.0003,-7.7720850399999994,1064
6.808473587036133,54864,0.13129384815692902,88456,88557,-1.835825800895691,63.36,1,0.003928326535969973,0.0003,-7.940365300000001,1068
6.862557411193848,54903,0.08577492833137512,88671,88772,1.895695686340332,63.33,1,0.003913239110261202,0.0003,-7.900591790000001,1072
6.609403133392334,54944,0.20005010068416595,88898,88999,-1.7878444194793701,63.46,1,0.003939824178814888,0.0003,-7.914384030000001,1076
6.991556167602539,55004,0.11244721710681915,89244,89345,-3.929330587387085,64.08,1,0.0040030525997281075,0.0003,-8.08055471,1080
6.538157939910889,55056,0.07449096441268921,89532,89633,-2.6434504985809326,65.4,1,0.0039029172621667385,0.0003,-8.310767470000002,1084
6.687803268432617,55113,0.14702491462230682,89873,89974,-1.312546730041504,66.0,1,0.0038652648217976093,0.0003,-8.40204261,1088
6.442252159118652,55161,0.07950665801763535,90141,90242,-0.3865240812301636,65.25,1,0.0038422963116317987,0.0003,-8.236378690000002,1092
7.013459205627441,55208,0.046747855842113495,90402,90503,1.8253000974655151,65.55,1,0.003815536154434085,0.0003,-8.267586679999999,1096
6.392091274261475,55240,0.17185372114181519,90574,90675,-0.6023787260055542,64.97,1,0.003793224925175309,0.0003,-8.18081301,1100
6.706545352935791,55302,0.06116318702697754,90922,91023,-1.2111815214157104,66.72,1,0.003755230223760009,0.0003,-8.46615103,1104
6.277893543243408,55345,0.06879353523254395,91149,91250,-2.816873073577881,66.24,1,0.0037052948027849197,0.0003,-8.47779201,1108
6.678077220916748,55384,0.1295548677444458,91368,91469,-3.329015016555786,65.53,1,0.003664422081783414,0.0003,-8.4214708,1112
7.054682731628418,55432,0.057743579149246216,91643,91744,1.9358100891113281,65.81,1,0.003709383774548769,0.0003,-8.49869621,1116
6.601632595062256,55491,0.04713135212659836,91958,92059,0.5212948322296143,65.92,1,0.0037006139755249023,0.0003,-8.56148076,1120
6.6993303298950195,55533,0.09075753390789032,92188,92289,1.0640602111816406,65.29,1,0.0036956272087991238,0.0003,-8.458021959999998,1124
6.678321838378906,55583,0.10959000885486603,92468,92569,-1.2763440608978271,65.85,1,0.0036330579314380884,0.0003,-8.600833699999999,1128
6.61928653717041,55613,0.11444640159606934,92624,92725,-2.4559214115142822,65.11,1,0.003700407687574625,0.0003,-8.51926615,1132
6.812431335449219,55654,0.08378472924232483,92841,92942,-1.0520988702774048,65.03,1,0.0037011592648923397,0.0003,-8.51012588,1136
6.65540075302124,55692,0.061667170375585556,93059,93160,3.0373501777648926,64.91,1,0.003727972274646163,0.0003,-8.49651737,1140
6.753840923309326,55729,0.05549947917461395,93242,93343,-1.2713291645050049,63.69,1,0.0037725605070590973,0.0003,-8.22919237,1144
6.602441787719727,55763,0.09238861501216888,93417,93518,-1.1538562774658203,63.54,1,0.00379647477529943,0.0003,-8.22897008,1148
6.3800249099731445,55793,0.13800179958343506,93579,93680,-0.8578654527664185,62.62,1,0.003799519268795848,0.0003,-8.12208864,1152
6.627216339111328,55856,0.05099772661924362,93943,94044,-1.0491013526916504,63.86,1,0.003808405250310898,0.0003,-8.52286256,1156
6.530541896820068,55907,0.08373978734016418,94227,94328,-2.504926919937134,63.93,1,0.003777357516810298,0.0003,-8.52413063,1160
6.271207809448242,55937,0.051442280411720276,94393,94494,-3.0840535163879395,62.19,1,0.00376306870020926,0.0003,-8.220423570000001,1164
6.532487392425537,55993,0.0634150356054306,94678,94779,-0.43047815561294556,62.22,1,0.0037583543453365564,0.0003,-8.206094360000002,1168
6.5541815757751465,56043,0.16745272278785706,94942,95043,0.7501142024993896,62.71,1,0.003757958300411701,0.0003,-8.277200259999999,1172
6.496591091156006,56092,0.06446142494678497,95213,95314,-0.6405835747718811,63.15,1,0.00376635929569602,0.0003,-8.29863215,1176
6.95048713684082,56120,0.07432422041893005,95361,95462,1.3899145126342773,61.17,1,0.0038076245691627264,0.0003,-7.93689349,1180
6.487600803375244,56170,0.07744352519512177,95638,95739,-0.7854639291763306,61.06,1,0.003817463293671608,0.0003,-7.855954220000001,1184
6.288730144500732,56229,0.08256281167268753,95979,96080,-2.0742292404174805,61.06,1,0.0037378494162112474,0.0003,-8.07408858,1188
6.67547607421875,56267,0.04581073299050331,96195,96296,2.454319953918457,60.54,1,0.0037624964024871588,0.0003,-7.998875520000001,1192
6.305736064910889,56300,0.07192639261484146,96373,96474,-0.048713430762290955,59.71,1,0.003763786517083645,0.0003,-7.84512509,1196
6.454437732696533,56341,0.13026082515716553,96612,96713,1.215001106262207,60.38,1,0.0037706594448536634,0.0003,-7.955939589999999,1200
6.33126163482666,56398,0.04532599449157715,96953,97054,-1.5505669116973877,60.31,1,0.003816083772107959,0.0003,-7.989918919999999,1204
6.847185134887695,56444,0.14034560322761536,97222,97323,2.541280508041382,60.73,1,0.0038191128987818956,0.0003,-7.99447204,1208
6.5220537185668945,56494,0.20519059896469116,97511,97612,1.3216928243637085,61.43,1,0.003875978756695986,0.0003,-8.11249251,1212
6.403754711151123,56547,0.053573764860630035,97786,97887,-0.415060818195343,61.43,1,0.0038229264318943024,0.0003,-8.10980048,1216
6.667342662811279,56799,0.054942309856414795,98034,98135,0.31768885254859924,60.76,1,0.00380133674480021,0.0003,-7.961070139999999,1220
6.301678657531738,57102,0.050662294030189514,98333,98434,-0.5674682855606079,61.45,1,0.0038195080123841763,0.0003,-8.22693093,1224
6.460745811462402,57399,0.08130841702222824,98626,98727,-1.9043538570404053,61.58,1,0.0037626095581799746,0.0003,-8.255062780000001,1228
6.266794681549072,57570,0.04859394580125809,98793,98894,-1.3037630319595337,61.69,1,0.003750169649720192,0.0003,-8.27235924,1232
6.240678787231445,57785,0.049756068736314774,99004,99105,-2.8790619373321533,61.63,1,0.003800044534727931,0.0003,-8.2281435,1236
6.6017165184021,58088,0.10384364426136017,99303,99404,-0.14388936758041382,62.44,1,0.003830294357612729,0.0003,-8.32056885,1240
6.651909828186035,58340,0.056872934103012085,99551,99652,-0.20323586463928223,63.09,1,0.0038560933899134398,0.0003,-8.37242633,1244
6.430907249450684,58556,0.1075250580906868,99841,99942,2.528160333633423,64.24,1,0.003865828737616539,0.0003,-8.62863176,1248
